playtime_forever,is_free,price,genres,categories,tags,purchase_date,release_date,total_positive_reviews,total_negative_reviews,pur_rel_itv,Action,Adventure,Animation,AudioProduction,Casual,Design,EarlyAccess,FreetoPlay,Gore,Illustration,Indie,MassivelyMultiplayer,Modeling,Nudity,RPG,Racing,SexualContent,Simulation,Sports,Strategy,Utilities,Violent
0.0,True,0,"Action,Free to Play,Indie","Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Captions available,VR Support,Partial Controller Support,Valve Anti-Cheat enabled,Includes level editor,Includes Source SDK","Free to Play,Zombies,Multiplayer,Survival,Horror,Co-op,Online Co-Op,Action,FPS,First-Person,Survival Horror,Shooter,Post-apocalyptic,Open World,Realistic,Indie,Atmospheric,Mod,Adventure,Massively Multiplayer",2015-08-03,2013-10-31,696.0,129.0,641,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,False,3600,"Action,Adventure","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure,Co-op,Lara Croft,Local Co-Op,Puzzle,Female Protagonist,Platformer,Online Co-Op,Puzzle-Platformer,Singleplayer,Multiplayer,Third Person,Twin Stick Shooter,Isometric,Local Multiplayer,Exploration,Arcade,Controller,Difficult",2018-02-16,2010-09-28,1895.0,161.0,2698,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,True,0,"Casual,Free to Play,Strategy,Early Access","Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Early Access,Free to Play,Multiplayer,Strategy,Early Access,Tactical,Turn-Based Tactics,Turn-Based,Chess,Casual,Mature,Competitive,Fantasy,Singleplayer,Automation,Board Game,Action,Battle Royale",2019-06-20,2019-06-20,0.0,0.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,False,5000,"Action,Indie","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie,Surreal,Beat 'em up,Fighting,First-Person,Adventure,Co-op,Open World,Singleplayer,FPS,Atmospheric,Online Co-Op,Sci-fi,Fantasy",2017-10-28,2013-04-30,388.0,93.0,1642,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.566666667,True,0,"Adventure,Indie,Simulation","Single-player,Co-op,Local Co-op,VR Support","VR,Adventure,Simulation,Indie,Free to Play,Magic,Horror,Singleplayer",2017-11-19,2016-05-31,31.0,0.0,537,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.1,False,4800,"Action,Adventure,Indie","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Western,Pixel Graphics,Open World,Indie,Adventure,Action,Detective,Local Co-Op,Retro,Great Soundtrack,Singleplayer,2D,RPG",2017-06-28,2015-04-16,927.0,82.0,804,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,False,2600,"Adventure,Indie","Single-player,Partial Controller Support","Exploration,Walking Simulator,Horror,Adventure,Atmospheric,Indie,VR,First-Person,Singleplayer,Short",2018-06-21,2017-04-26,827.0,99.0,421,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.46666666700000003,False,9000,"Action,Indie,RPG,Simulation,Strategy","Single-player,Steam Trading Cards,Steam Workshop,Includes level editor","Open World,Sandbox,RPG,Survival,Strategy,Building,Crafting,Post-apocalyptic,City Builder,Singleplayer,Indie,Base Building,Simulation,Management,Adventure,RTS,Ninja,Early Access,Steampunk,Alternate History",2019-02-27,2018-12-06,12603.0,1460.0,83,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1.1,False,3600,"Adventure,Indie,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Indie,Dystopian,Choices Matter,Strategy,Atmospheric,Singleplayer,Story Rich,Simulation,Adventure,Dark,Multiple Endings,2D,RPG,Political,Great Soundtrack,Violent,Stealth,Point & Click,Difficult,Horror",2018-04-23,2016-11-09,9347.0,971.0,530,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,False,4800,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Indie,Adventure,Action,Platformer,Atmospheric,Puzzle,Puzzle-Platformer,Dark,Singleplayer,Dystopian,Political,2.5D,Story Rich,Horror,Stealth,Side Scroller,Sci-fi,Cinematic,Survival,Classic",2018-03-01,2017-07-11,223.0,67.0,233,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.133333333,False,3600,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Dark Humor,Violent,Gore,FPS,Action,Open World,Classic,Singleplayer,Sandbox,Mature,Comedy,Funny,First-Person,Adventure,Shooter,Multiplayer,Satire,Family Friendly,Moddable,Indie",2017-04-11,2012-11-02,32422.0,1690.0,1621,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,False,3600,"Action,Strategy","Single-player,Multi-player,Co-op","Strategy,Action,Tactical,Military,Singleplayer,Simulation",2018-01-30,2007-07-17,94.0,55.0,3850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.066666667,False,2600,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Captions available","Choices Matter,Indie,Adventure,Political,Historical,Choose Your Own Adventure,Story Rich,Multiple Endings,Singleplayer,Atmospheric,Action,Exploration,Point & Click,Replay Value,Great Soundtrack,Short,Violent,3D Vision,Third Person",2018-07-02,2016-04-04,608.0,197.0,819,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,False,7800,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Story Rich,Atmospheric,Fantasy,Female Protagonist,Cyberpunk,Choices Matter,Singleplayer,Third Person,Point & Click,Great Soundtrack,Episodic,Futuristic,Kickstarter,Sci-fi,Choose Your Own Adventure,Exploration,Masterpiece,Indie,Walking Simulator",2019-06-27,2017-07-21,1990.0,412.0,706,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.85,False,3600,Action,"Single-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Open World,Action,Comedy,Co-op,Third-Person Shooter,Funny,Sandbox,Third Person,Online Co-Op,Character Customization,Singleplayer,Great Soundtrack,Shooter,Multiplayer,Crime,Female Protagonist,Adventure,Satire,RPG,Zombies",2017-08-01,2011-11-17,31291.0,1358.0,2084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,False,9900,"Indie,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards","Strategy,War,Historical,RTS,Simulation,Tactical,Indie,Multiplayer,Wargame,America,Military,Singleplayer,Open World,Real Time Tactics,Early Access",2019-06-27,2017-07-14,2638.0,424.0,713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0.05,False,3200,"Simulation,Strategy","Single-player,Multi-player,Steam Trading Cards,Steam Cloud,Includes level editor","Strategy,Medieval,RTS,Multiplayer,Classic,City Builder,Tactical,Historical,Economy,Simulation,Singleplayer,Building,Masterpiece,Sandbox,Adventure,Co-op,Action,Great Soundtrack,2D,Remake",2019-02-08,2013-10-21,3430.0,136.0,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5.916666667,False,6800,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Platformer,Adventure,Puzzle,Co-op,Fantasy,Indie,Online Co-Op,Local Co-Op,Beautiful,Action,Physics,Multiplayer,Great Soundtrack,Singleplayer,Atmospheric,2D,RPG,Casual,Medieval,Local Multiplayer",2016-11-03,2013-06-06,11298.0,491.0,1246,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.3666666670000005,False,9500,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","JRPG,RPG,Classic,Story Rich,Great Soundtrack,Singleplayer,Time Travel,Fantasy,Retro,Anime,Cult Classic,Replay Value,Sci-fi,2D,Turn-Based,Multiple Endings,Masterpiece,Pixel Graphics,Action,Adventure",2019-02-23,2018-02-27,1382.0,390.0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,False,7800,"Indie,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Leaderboards","Simulation,Politics,Strategy,Indie,Turn-Based,Political,Singleplayer,Economy,Management,Sandbox,Moddable,Difficult,2D,Turn-Based Strategy,Education,Casual,Capitalism,Sequel,Funny",2017-12-22,2013-10-14,3958.0,1430.0,1530,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0.133333333,True,0,"Free to Play,Indie,Massively Multiplayer","Multi-player,MMO,Steam Achievements,Steam Trading Cards,Includes level editor","Free to Play,Multiplayer,Funny,Massively Multiplayer,2D,Platformer,Casual,Cute,Racing,Adventure,Online Co-Op,Indie,Survival,Strategy,Mouse only,Co-op,Action,Comedy,Family Friendly,Puzzle",2017-01-04,2015-01-30,261.0,49.0,705,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.11666666699999999,False,600,"Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards","Puzzle,Casual,Indie,Minimalist,Short,Singleplayer,Relaxing,2D,Great Soundtrack,Difficult,Atmospheric,Logic",2016-09-20,2015-07-06,6148.0,172.0,442,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,False,6800,Action,"Single-player,Co-op,Steam Cloud","Action,FPS,Shooter,Co-op,Singleplayer,Multiplayer,Military,Open World,First-Person,War,Masterpiece,Controller",2018-01-30,2008-02-29,331.0,203.0,3623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,True,0,Action,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards","Platformer,Great Soundtrack,Action,Fast-Paced,3D Platformer,Singleplayer,2D,Moddable,Adventure,Colorful,Classic,Retro,Family Friendly,Time Travel,Third Person,Controller,3D,3D Vision,Replay Value,Funny",2019-07-29,2011-11-03,5016.0,425.0,2825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.083333333,False,16800,"Action,Adventure","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Anime,Fighting,Action,Ninja,Multiplayer,Adventure,Story Rich,Singleplayer,Local Multiplayer,Great Soundtrack,Third Person,Fantasy,Atmospheric,Open World,Online Co-Op,Co-op,Beat 'em up,Local Co-Op,Memes,Heist",2017-11-27,2016-02-04,14647.0,3002.0,662,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.76666667,False,9900,RPG,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Open World,Post-apocalyptic,Exploration,Singleplayer,RPG,Atmospheric,Adventure,Shooter,First-Person,Story Rich,Action,Sci-fi,FPS,Action RPG,Sandbox,Great Soundtrack,Third Person,Survival,Third-Person Shooter,Casual",2017-12-07,2015-11-09,68660.0,27235.0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.1,False,29900,Action,"Single-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Open World,Hunting,Co-op,Action RPG,Hack and Slash,Character Customization,Anime,RPG,JRPG,Controller,Singleplayer",2019-06-27,2017-03-21,678.0,175.0,828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,False,9500,Strategy,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Turn-Based Strategy,Tactical,Strategy,Sci-fi,Turn-Based,Aliens,Singleplayer,Base Building,Turn-Based Tactics,Unforgiving,Replay Value,Addictive,Multiplayer,Perma Death,Action,RPG,Character Customization,Difficult,Masterpiece,Atmospheric",2018-03-11,2012-10-11,24817.0,1421.0,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,False,5000,"Adventure,Indie","Single-player,Steam Achievements","Cyberpunk,Pixel Graphics,Story Rich,Choices Matter,Great Soundtrack,Adventure,Atmospheric,Indie,Point & Click,Singleplayer,Sci-fi,2D,Nudity,Violent,LGBTQ+,Visual Novel,Retro,Dystopian",2018-05-11,2018-01-22,2941.0,245.0,109,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.45,False,3700,"Action,Adventure","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Includes level editor,Commentary available","Puzzle,Co-op,First-Person,Sci-fi,Comedy,Singleplayer,Online Co-Op,Funny,Adventure,Science,Female Protagonist,Story Rich,Multiplayer,Action,Atmospheric,Masterpiece,Local Co-Op,FPS,Strategy,Space",2016-11-28,2011-04-18,115489.0,1653.0,2051,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.533333333,False,11200,"Action,Adventure,Indie","Single-player,Multi-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,VR Support,SteamVR Collectibles,Steam Cloud,Steam Leaderboards","Zombies,VR,Horror,Action,Multiplayer,FPS,Adventure,Survival,Indie,Gore,Survival Horror,Shooter,First-Person,Open World,Violent,Co-op,Singleplayer,Post-apocalyptic,Funny,Difficult",2017-12-27,2016-12-06,3102.0,536.0,386,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,False,3600,Indie,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Platformer,Puzzle,Indie,Metroidvania,2D,Steampunk,Singleplayer,Puzzle-Platformer,Action,Adventure,Difficult,Physics,Exploration,Side Scroller,Retro,Atmospheric,Great Soundtrack,Cute,Dark Fantasy,Nonlinear",2018-11-17,2013-12-13,1127.0,185.0,1800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,False,7900,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Point & Click,Indie,Fantasy,Cult Classic,Retro,Classic,1990's,Singleplayer,Story Rich,Atmospheric,Puzzle,Masterpiece,Remake,Great Soundtrack,Third Person",2016-11-09,2013-05-28,1393.0,153.0,1261,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,False,4800,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards","Metroidvania,Adventure,Indie,Action,2D,Exploration,Sci-fi,Singleplayer,Local Co-Op,Puzzle,Controller,Psychedelic,Co-op,Atmospheric,Multiplayer",2018-02-16,2012-04-17,328.0,44.0,2131,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,False,4200,"Action,Indie,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie,Strategy,Pixel Graphics,Mythology,Rogue-lite,Rogue-like,Singleplayer,Great Soundtrack",2018-05-11,2016-08-18,408.0,82.0,631,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.8,False,3600,"Indie,Simulation","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Sandbox,Multiplayer,Funny,Moddable,Building,Comedy,Co-op,First-Person,Mod,Physics,Simulation,Online Co-Op,FPS,Singleplayer,Action,Shooter,Animation & Modeling,Indie,Massively Multiplayer,Adventure",2017-10-31,2006-11-29,322460.0,14590.0,3989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1,False,6800,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Walking Simulator,Adventure,Story Rich,Sci-fi,Female Protagonist,Indie,Space,First-Person,Exploration,Atmospheric,Singleplayer,Mystery,Futuristic,Short,Cyberpunk,Illuminati,Casual,Great Soundtrack,LGBTQ+,Psychological Horror",2017-10-25,2017-08-01,1415.0,210.0,85,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.8,False,3600,"Action,Adventure,RPG",Single-player,"Adventure,Point & Click,Female Protagonist,Story Rich,Classic,Masterpiece,Fantasy,Sci-fi,Singleplayer,Cult Classic,Great Soundtrack,Puzzle,Retro,1990's,Funny,Remake,Futuristic,Comedy,Third Person",2017-03-03,2007-05-01,1015.0,94.0,3594,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,False,3600,Indie,"Single-player,Steam Achievements,Partial Controller Support","Metroidvania,Indie,Exploration,Female Protagonist,Great Soundtrack,Adventure,Underwater,2D,Singleplayer,Beautiful,Action,Fantasy,Atmospheric,Open World,Side Scroller,Platformer,Story Rich,Philisophical,Puzzle,Action-Adventure",2017-10-28,2008-12-15,468.0,43.0,3239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5,False,2900,"Indie,Simulation,Strategy","Single-player,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet","Rogue-like,Space,Strategy,Sci-fi,Indie,Singleplayer,Perma Death,Difficult,Replay Value,Real-Time with Pause,Great Soundtrack,2D,Simulation,Survival,Rogue-lite,Adventure,Pixel Graphics,Masterpiece,RPG,Atmospheric",2017-03-10,2012-09-14,34729.0,1454.0,1638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0.0,False,9800,Strategy,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled","Strategy,Warhammer 40K,Space,RTS,Sci-fi,Multiplayer,Games Workshop,Singleplayer,Tactical,Real Time Tactics,Action,Fantasy,Gothic,Co-op,Survival,Great Soundtrack,War,Masterpiece,Naval",2018-03-08,2016-04-21,2644.0,1256.0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,False,8800,Adventure,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Puzzle,Exploration,Atmospheric,Great Soundtrack,Singleplayer,Colorful,Fantasy,Indie,3D Platformer,Open World,Relaxing,Story Rich,Action,Third Person,Walking Simulator,Platformer,Casual,Family Friendly,Controller",2019-04-09,2017-05-26,1813.0,188.0,683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033333333,True,0,"Indie,Audio Production",Single-player,"Audio Production,Indie,VR,Music",2018-09-01,2017-04-20,0.0,0.0,499,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,False,3700,"Adventure,Indie,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,Simulation,Adventure,Choices Matter,Story Rich,Political,Dystopian,Singleplayer,Point & Click,Interactive Fiction,Hacking,Detective,Great Soundtrack,Visual Novel,Mystery,Puzzle,Atmospheric",2018-02-27,2018-02-22,463.0,131.0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.6833333330000002,False,7000,"Action,Indie,Strategy","Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","World War I,Multiplayer,FPS,Action,Realistic,War,Historical,Violent,Shooter,Strategy,Military,Gore,Indie,First-Person,Singleplayer,Simulation,Atmospheric,Early Access,Survival,Co-op",2019-04-14,2017-11-16,3129.0,595.0,514,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,False,7900,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Commentary available","Adventure,Point & Click,Indie,Singleplayer,Puzzle,Story Rich,Fantasy,Great Soundtrack,Atmospheric,Masterpiece,Hand-drawn,Comedy",2016-11-09,2014-05-06,611.0,212.0,918,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.25,False,6800,RPG,"Single-player,Shared/Split Screen,Partial Controller Support","RPG,Fantasy,Great Soundtrack,Female Protagonist,Turn-Based,Adventure,Platformer,2D,Atmospheric,Story Rich,Hand-drawn,Masterpiece,Beautiful,Singleplayer,Local Co-Op,Side Scroller,Cute,Turn-Based Strategy,Indie,Casual",2018-03-22,2014-04-29,9038.0,696.0,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.083333333,True,0,"Action,Casual,Free to Play,Indie","Single-player,Full controller support,VR Support","VR,Free to Play,Indie,Education,Action,Casual,Singleplayer,Sci-fi,Science,Exploration,Dynamic Narration,3D Vision,Funny,Comedy,Racing,Physics,Simulation,Space",2017-11-21,2015-01-19,3.0,2.0,1037,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.75,False,6800,RPG,Single-player,"RPG,Fantasy,Open World,Dragons,Third Person,Action RPG,Adventure,Singleplayer,Action,Magic,Character Customization,Atmospheric,Medieval,Comedy,Great Soundtrack,Female Protagonist,Funny,Story Rich,Masterpiece,First-Person",2016-11-28,2012-10-29,1683.0,395.0,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2,False,9900,"Action,RPG",Single-player,"RPG,Sci-fi,Story Rich,Action,Third-Person Shooter,Space,Singleplayer,Great Soundtrack,Third Person,Choices Matter,Shooter,Female Protagonist,Character Customization,Adventure,Masterpiece,Open World,Atmospheric,Romance,Real-Time with Pause,Action RPG",2018-05-09,2008-12-19,9674.0,639.0,3428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,False,10000,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Female Protagonist,Hack and Slash,Sexual Content,Nudity,Singleplayer,Spectacle fighter,Great Soundtrack,Mature,Character Action Game,Adventure,Fantasy,Fast-Paced,Third Person,Beat 'em up,Comedy,Anime,Gore,Classic,Atmospheric",2018-10-29,2017-04-11,8836.0,854.0,566,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,False,6800,Action,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Open World,Action,Destruction,Physics,Sci-fi,Third Person,Mars,Third-Person Shooter,Multiplayer,Singleplayer,Sandbox,Shooter,Adventure,Atmospheric,Masterpiece,Co-op,Great Soundtrack,Controller,Survival,FPS",2018-01-30,2009-09-15,5190.0,553.0,3059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4166666669999999,False,1100,"Adventure,Indie","Single-player,Steam Trading Cards","Puzzle,Indie,Point & Click,Adventure,Horror,Surreal,Psychological Horror,Mystery,Singleplayer,Atmospheric,Hand-drawn,2D",2018-04-24,2016-01-29,1373.0,91.0,816,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.3,False,6800,Design & Illustration,"VR Support,SteamVR Collectibles","Design & Illustration,VR,Hand-drawn,Singleplayer,Casual",2017-11-19,2016-04-05,333.0,24.0,593,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,False,4800,"Action,RPG","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Hack and Slash,Action,RPG,Arcade,Co-op,Masterpiece,Adventure,Linear,Local Co-Op,Fantasy,Online Co-Op,Beat 'em up,Multiplayer,Singleplayer,Action RPG,Isometric,Top-Down,Magic,Third Person,Female Protagonist",2017-04-04,2014-07-31,424.0,1442.0,978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5,False,7000,"Indie,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Simulation,Building,Singleplayer,Education,Realistic,Sandbox,Indie,First-Person,Relaxing,Casual,Management,Early Access,Puzzle,Funny,Great Soundtrack,Replay Value,Multiplayer,Atmospheric,VR,Nudity",2019-05-01,2019-01-29,8121.0,850.0,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.533333333,False,8500,"Indie,RPG,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Includes level editor","RPG,Turn-Based,Strategy,Tactical,Turn-Based Strategy,Indie,Story Rich,Fantasy,Great Soundtrack,Kickstarter,Tactical RPG,Choices Matter,Hand-drawn,Atmospheric,2D,Singleplayer,Crowdfunded,Strategy RPG,Adventure,Masterpiece",2017-06-28,2014-01-14,8353.0,1007.0,1261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0.0,False,7000,"Adventure,Indie",Single-player,"FMV,Detective,Noir,Cyberpunk,Adventure,Mystery,First-Person,Atmospheric,Multiple Endings,Dystopian,Comedy,Cinematic,Surreal,Nonlinear,Dynamic Narration,Mouse only,Difficult,Indie,Sci-fi,Kickstarter",2019-06-27,2014-05-08,419.0,42.0,1876,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,False,7000,"Adventure,Early Access","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Early Access,Survival,Space,Early Access,Comedy,Crafting,Adventure,First-Person,Open World,Singleplayer,Exploration,Sci-fi,Indie,Sandbox,Atmospheric,Base Building,Action,Aliens,FPS,Horror",2018-09-19,2018-09-13,3068.0,295.0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.133333333,True,0,"Action,Free to Play,Early Access","Multi-player,Online Multi-Player,Partial Controller Support","Early Access,Battle Royale,Free to Play,Multiplayer,Shooter,Early Access,Survival,PvP,Third-Person Shooter,Action,Third Person,Competitive,FPS,Fantasy,Team-Based,Massively Multiplayer,Co-op,Open World,Online Co-Op,Memes",2018-12-03,2018-06-05,6.0,2.0,181,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,True,0,"Casual,Free to Play",Single-player,"VR,Design & Illustration,Beautiful,Animation & Modeling,Free to Play,Casual",2019-01-19,2019-01-15,0.0,0.0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
